Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
275069	351	9546	106848	114920	-	-	APP	APBA3	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	MGC:15815|X11L2|mint3	Reconstituted Complex	physical	Biederer T (2002)	12196555	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
277745	5728	5747	111700	111719	-	-	PTEN	PTK2	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	FADK|FAK|FAK1|FRNK|PPP1R71|p125FAK|pp125FAK	Affinity Capture-Western	physical	Tamura M (1999)	10400703	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278071	7189	8878	113041	114397	-	-	TRAF6	SQSTM1	MGC:3310|RNF85	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	Affinity Capture-Western	physical	Sanz L (2000)	10747026	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278072	8878	7189	114397	113041	-	-	SQSTM1	TRAF6	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	MGC:3310|RNF85	Affinity Capture-Western	physical	Sanz L (2000)	10747026	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278073	8878	5590	114397	111576	-	RP11-181G12.1	SQSTM1	PRKCZ	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	PKC-ZETA|PKC2	Affinity Capture-Western	physical	Sanz L (2000)	10747026	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278075	8878	3654	114397	109863	-	-	SQSTM1	IRAK1	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	IRAK|pelle	Affinity Capture-Western	physical	Sanz L (2000)	10747026	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278282	1601	351	107971	106848	-	-	DAB2	APP	DOC-2|DOC2	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Morris SM (2001)	11247302	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278784	5584	8878	111570	114397	-	-	PRKCI	SQSTM1	DXS1179E|PKCI|nPKC-iota	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	Two-hybrid	physical	Sanchez P (1998)	9566925	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278785	8878	5584	114397	111570	-	-	SQSTM1	PRKCI	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	DXS1179E|PKCI|nPKC-iota	Reconstituted Complex	physical	Sanchez P (1998)	9566925	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278786	8878	5584	114397	111570	-	-	SQSTM1	PRKCI	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	DXS1179E|PKCI|nPKC-iota	Affinity Capture-Western	physical	Sanchez P (1998)	9566925	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278787	8878	5584	114397	111570	-	-	SQSTM1	PRKCI	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	DXS1179E|PKCI|nPKC-iota	Co-fractionation	physical	Sanchez P (1998)	9566925	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279186	811	351	107262	106848	-	-	CALR	APP	CRT|HEL-S-99n|RO|SSA|cC1qR	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Affinity Capture-Western	physical	Johnson RJ (2001)	11378243	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279869	5728	9961	111700	115286	-	-	PTEN	MVP	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	LRP|VAULT1	Two-hybrid	physical	Yu Z (2002)	12177006	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279870	5728	9961	111700	115286	-	-	PTEN	MVP	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	LRP|VAULT1	Affinity Capture-Western	physical	Yu Z (2002)	12177006	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279871	9961	5728	115286	111700	-	-	MVP	PTEN	LRP|VAULT1	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	Reconstituted Complex	physical	Yu Z (2002)	12177006	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280359	8878	4914	114397	110969	-	-	SQSTM1	NTRK1	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	Affinity Capture-Western	physical	Wooten MW (2001)	11244088	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280468	6590	2896	112475	109153	-	-	SLPI	GRN	ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4	CLN11|GEP|GP88|PCDGF|PEPI|PGRN	Affinity Capture-Western	physical	Zhu J (2002)	12526812	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280620	351	84570	106848	124143	-	-	APP	COL25A1	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	AMY|CLAC|CLAC-P|CLACP	Reconstituted Complex	physical	Hashimoto T (2002)	11927537	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280621	84570	351	124143	106848	-	-	COL25A1	APP	AMY|CLAC|CLAC-P|CLACP	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Co-localization	physical	Hashimoto T (2002)	11927537	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280797	351	3028	106848	109278	-	RP3-339A18.2	APP	HSD17B10	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	Two-hybrid	physical	Yan SD (1997)	9338779	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280798	351	3028	106848	109278	-	RP3-339A18.2	APP	HSD17B10	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	Reconstituted Complex	physical	Yan SD (1997)	9338779	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280799	351	3028	106848	109278	-	RP3-339A18.2	APP	HSD17B10	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	17b-HSD10|ABAD|CAMR|DUPXp11.22|ERAB|HADH2|HCD2|MHBD|MRPP2|MRX17|MRX31|MRXS10|SCHAD|SDR5C1	Affinity Capture-Western	physical	Yan SD (1997)	9338779	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282814	351	857	106848	107305	-	-	APP	CAV1	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	Co-fractionation	physical	Ikezu T (1998)	9553108	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282815	351	857	106848	107305	-	-	APP	CAV1	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	Protein-RNA	physical	Ikezu T (1998)	9553108	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283425	321	351	106818	106848	-	-	APBA2	APP	D15S1518E|HsT16821|LIN-10|MGC:14091|MINT2|X11-BETA|X11L	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Two-hybrid	physical	Tomita S (1999)	9890987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283426	321	351	106818	106848	-	-	APBA2	APP	D15S1518E|HsT16821|LIN-10|MGC:14091|MINT2|X11-BETA|X11L	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Tomita S (1999)	9890987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286206	260425	5728	129277	111700	RP4-730K3.1	-	MAGI3	PTEN	MAGI-3|dJ730K3.2	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	Two-hybrid	physical	Wu Y (2000)	10748157	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286207	260425	5728	129277	111700	RP4-730K3.1	-	MAGI3	PTEN	MAGI-3|dJ730K3.2	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	Reconstituted Complex	physical	Wu Y (2000)	10748157	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286208	5728	260425	111700	129277	-	RP4-730K3.1	PTEN	MAGI3	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	MAGI-3|dJ730K3.2	Affinity Capture-Western	physical	Wu Y (2000)	10748157	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286592	3831	351	110029	106848	RP11-73M18.7	-	KLC1	APP	KLC|KNS2|KNS2A	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Kamal A (2000)	11144355	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287096	23385	351	116961	106848	RP11-517F10.1	-	NCSTN	APP	ATAG1874	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Affinity Capture-Western	physical	Yu G (2000)	10993067	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287273	351	10513	106848	115769	-	-	APP	APPBP2	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	APP-BP2|HS.84084|PAT1	Reconstituted Complex	physical	Zheng P (1998)	9843960	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287630	351	633	106848	107102	-	-	APP	BGN	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	DSPG1|PG-S1|PGI|SLRR1A	Reconstituted Complex	physical	Snow AD (1995)	7793988	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287639	5728	857	111700	107305	-	-	PTEN	CAV1	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	Affinity Capture-Western	physical	Caselli A (2002)	12176037	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289045	320	351	106817	106848	-	-	APBA1	APP	D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Borg JP (1996)	8887653	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289046	322	351	106819	106848	-	-	APBB1	APP	FE65|MGC:9072|RIR	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Borg JP (1996)	8887653	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289047	351	322	106848	106819	-	-	APP	APBB1	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	FE65|MGC:9072|RIR	Reconstituted Complex	physical	Borg JP (1996)	8887653	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289048	351	320	106848	106817	-	-	APP	APBA1	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA	Reconstituted Complex	physical	Borg JP (1996)	8887653	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289049	322	351	106819	106848	-	-	APBB1	APP	FE65|MGC:9072|RIR	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Affinity Capture-Western	physical	Borg JP (1996)	8887653	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289050	320	351	106817	106848	-	-	APBA1	APP	D9S411E|LIN10|MINT1|X11|X11A|X11ALPHA	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Affinity Capture-Western	physical	Borg JP (1996)	8887653	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289199	351	6622	106848	112506	-	-	APP	SNCA	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	NACP|PARK1|PARK4|PD1	Reconstituted Complex	physical	Jensen PH (1997)	9163350	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
289200	351	6620	106848	112504	-	-	APP	SNCB	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	-	Reconstituted Complex	physical	Jensen PH (1997)	9163350	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
