#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2553545	821	29058	107271	118834	-	RP5-1116H23.2	CANX	TMEM230	CNX|IP90|P90	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	P27824	-	NP_001737|NP_001350928|NP_001350925|NP_001350924|NP_001350927|NP_001350926|NP_001350923|NP_001350922|NP_001019820|NP_001350929|NP_001350930	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2557982	10618	29058	115864	118834	-	RP5-1116H23.2	TGOLN2	TMEM230	TGN38|TGN46|TGN48|TGN51|TTGN2	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Liu X (2018)	PUBMED:29568061	9606	9606	High Throughput	-	-	-	-	BIOGRID	O43493	-	NP_006455|NP_001193773|NP_001193769|NP_001193770	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2604044	3265	29058	109501	118834	-	RP5-1116H23.2	HRAS	TMEM230	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Adhikari H (2018)	PUBMED:30194290	9606	9606	High Throughput	2.794472403	-	BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2604186	4893	29058	110952	118834	RP5-1000E10.2	RP5-1116H23.2	NRAS	TMEM230	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Adhikari H (2018)	PUBMED:30194290	9606	9606	High Throughput	3.295246903	-	BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.	-	BIOGRID	P01111	Q5U091	NP_002515	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2604565	3845	29058	110043	118834	-	RP5-1116H23.2	KRAS	TMEM230	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Adhikari H (2018)	PUBMED:30194290	9606	9606	High Throughput	6.233075264	-	BioID system:Biotin-labled proteins with at least a 2-fold enrichment and p-value < 0.05 were considered significant.	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2651041	84236	29058	123968	118834	HSD50	RP5-1116H23.2	RHBDD1	TMEM230	RRP4	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Ikeda KN (2019)	PUBMED:31177093	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8TEB9	A0A024R455	NP_001161080|NP_115652	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2658455	54491	29058	119988	118834	-	RP5-1116H23.2	FAM105A	TMEM230	NET20	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Ceccarelli DF (2019)	PUBMED:31056421	9606	9606	High Throughput	-	-	assayed using BioID (proximity-dependent biotin identification)	-	BIOGRID	Q9NUU6	-	NP_061891	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2702632	29058	6449	118834	112347	RP5-1116H23.2	-	TMEM230	SGTA	C20orf30|HSPC274|dJ1116H23.2.1	SGT|alphaSGT|hSGT	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	O43765	-	NP_003012	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782042	2064	29058	108376	118834	-	RP5-1116H23.2	ERBB2	TMEM230	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	C20orf30|HSPC274|dJ1116H23.2.1	Two-hybrid	physical	Kennedy SA (2020)	PUBMED:31980649	9606	9606	High Throughput	-	-	assayed using MYTH (membrane yeast two hybrid)	-	BIOGRID	P04626	F5H1T4|J3QLU9|X5DNK3	NP_001005862|NP_001276867|NP_001369735|NP_001369727|NP_001369726|NP_001369725|NP_001369724|NP_001369723|NP_001369722|NP_001369721|NP_001369720|NP_001369730|NP_001369729|NP_001369728|NP_001369714|NP_004439|NP_001369715|NP_001276866|NP_001369717|NP_001369712|NP_001369713|NP_001276865|NP_001369711|NP_001369716|NP_001369731|NP_001369732|NP_001369733|NP_001369718|NP_001369719	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782142	2065	29058	108377	118834	-	RP5-1116H23.2	ERBB3	TMEM230	ErbB-3|HER3|LCCS2|MDA-BF-1|c-erbB-3|c-erbB3|erbB3-S|p180-ErbB3|p45-sErbB3|p85-sErbB3	C20orf30|HSPC274|dJ1116H23.2.1	Two-hybrid	physical	Kennedy SA (2020)	PUBMED:31980649	9606	9606	High Throughput	-	-	assayed using MYTH (membrane yeast two hybrid)	-	BIOGRID	P21860	-	NP_001005915|NP_001973	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782203	2066	29058	108378	118834	-	RP5-1116H23.2	ERBB4	TMEM230	ALS19|HER4|p180erbB4	C20orf30|HSPC274|dJ1116H23.2.1	Two-hybrid	physical	Kennedy SA (2020)	PUBMED:31980649	9606	9606	High Throughput	-	-	assayed using MYTH (membrane yeast two hybrid)	-	BIOGRID	Q15303	-	NP_005226|NP_001036064	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2790869	43740571	29058	4383846	118834	GU280_gp05	RP5-1116H23.2	M	TMEM230	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	8.75	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTC5	-	YP_009724393	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2792301	43740578	29058	4383853	118834	GU280_gp01_nsp4	RP5-1116H23.2	nsp4	TMEM230	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_SARS2|PRO_0000449622	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	13.06	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTD1	-	YP_009725300	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2793285	43740578	29058	4383855	118834	GU280_gp01_nsp6	RP5-1116H23.2	nsp6	TMEM230	ORF1ab|ORF1ab-nsp6|SARS-CoV2 nsp6|SARS-CoV-2 nsp6|R1AB_SARS2|PRO_0000449624	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	10.02	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTD1	-	YP_009725302	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2796435	43740574	29058	4383871	118834	GU280_gp08	RP5-1116H23.2	ORF7b	TMEM230	SARS-CoV2 ORF7b|SARS-CoV-2 ORF7b|7b|NS7B_SARS2|PRO_0000449799	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	22.07	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTD8	-	YP_009725318	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806054	43740574	29058	4383871	118834	GU280_gp08	RP5-1116H23.2	ORF7b	TMEM230	SARS-CoV2 ORF7b|SARS-CoV-2 ORF7b|7b|NS7B_SARS2|PRO_0000449799	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	95.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTD8	-	YP_009725318	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806055	43740573	29058	4383872	118834	GU280_gp07	RP5-1116H23.2	ORF7a	TMEM230	SARS-CoV2 ORF7a|SARS-CoV-2 ORF7a|Protein 7a|7a|NS7A_SARS2|PRO_0000449654	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	74.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTC7	-	YP_009724395	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806056	43740571	29058	4383846	118834	GU280_gp05	RP5-1116H23.2	M	TMEM230	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	59.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTC5	-	YP_009724393	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806057	43740570	29058	4383845	118834	GU280_gp04	RP5-1116H23.2	E	TMEM230	env|envelope|SARS-CoV2 E|E protein|emp|SARS-CoV-2 E|VEMP_SARS2|PRO_0000449651	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	54.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTC4	-	YP_009724392	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806058	-	29058	4383869	118834	-	RP5-1116H23.2	ORF3b	TMEM230	SARS-CoV2 ORF3b|SARS-CoV-2 ORF3b|3b	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	51.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	-	-	-	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806059	43740577	29058	4383873	118834	GU280_gp09	RP5-1116H23.2	ORF8	TMEM230	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|8|NS7B_SARS2|PRO_0000449655	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	36.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTC8	-	YP_009724396	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806060	43740568	29058	4383848	118834	GU280_gp02	RP5-1116H23.2	S	TMEM230	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	33.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTC2	-	YP_009724390	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806061	43740578	29058	4383855	118834	GU280_gp01_nsp6	RP5-1116H23.2	nsp6	TMEM230	ORF1ab|ORF1ab-nsp6|SARS-CoV2 nsp6|SARS-CoV-2 nsp6|R1AB_SARS2|PRO_0000449624	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	41.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTD1	-	YP_009725302	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2806062	43740578	29058	4383853	118834	GU280_gp01_nsp4	RP5-1116H23.2	nsp4	TMEM230	ORF1ab|ORF1ab-nsp4|SARS-CoV2 nsp4|SARS-CoV-2 nsp4|R1AB_SARS2|PRO_0000449622	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	St-Germain JR (2020)	DOI:10.1101/2020.08.28.269175	2697049	9606	High Throughput	42.0	-	BioID|SAINT analysis was used to identify SARS-CoV-2 viral-host proximity interactions in human HEK-293 cells and those with a Bayesian FDR =< 0.01 were considered high confidence. Scores are the sum of peptide counts from four mass spec runs with a higher score indicating a higher degree of connectivity between proteins.	-	BIOGRID	P0DTD1	-	YP_009725300	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2827510	3360	29058	109592	118834	-	RP5-1116H23.2	HTR4	TMEM230	5-HT4|5-HT4R	C20orf30|HSPC274|dJ1116H23.2.1	Two-hybrid	physical	Sokolina K (2017)	PUBMED:28298427	9606	9606	High Throughput	-	-	interaction identified using a modified split-ubiquitin membrane yeast two-hybrid (MYTH) assay	-	BIOGRID	Q13639	-	NP_001035259|NP_001035262|NP_001035263|NP_955525|NP_001273339|NP_000861	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2980724	27087	29058	117990	118834	-	RP5-1116H23.2	B3GAT1	TMEM230	CD57|GLCATP|GLCUATP|HNK1|LEU7|NK-1|NK1	C20orf30|HSPC274|dJ1116H23.2.1	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	40.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9P2W7	-	NP_473366|NP_061114	Q96A57	-	NP_001317915|NP_001317914|NP_001317916|NP_001317913|NP_054864|NP_001009924|NP_001009925|NP_001009923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
