#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
736894	6622	2629	112506	108899	-	-	SNCA	GBA	NACP|PARK1|PARK4|PD1	GBA1|GCB|GLUC	Reconstituted Complex	physical	Yap TL (2011)	PUBMED:21653695	9606	9606	Low Throughput	-	-	figure 1. measured by fluorescence spectroscopic changes.|figure 3. observed by NMR.	-	BIOGRID	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
736895	6622	2629	112506	108899	-	-	SNCA	GBA	NACP|PARK1|PARK4|PD1	GBA1|GCB|GLUC	Affinity Capture-Western	physical	Yap TL (2011)	PUBMED:21653695	9606	9606	Low Throughput	-	-	figure 4.	-	BIOGRID	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
737368	525	2629	107008	108899	-	-	ATP6V1B1	GBA	ATP6B1|RTA1B|VATB|VMA2|VPP3	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Nylandsted J (2011)	PUBMED:21674799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P15313	-	NP_001683	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
811848	83737	2629	123747	108899	-	-	ITCH	GBA	ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1	GBA1|GCB|GLUC	Affinity Capture-Western	physical	Maor G (2013)	PUBMED:23255161	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96J02	-	NP_001311126|NP_113671|NP_001244066|NP_001311127|NP_001244067	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949425	84955	2629	124387	108899	-	-	NUDCD1	GBA	CML66|OVA66	GBA1|GCB|GLUC	Affinity Capture-Luminescence	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96RS6	-	NP_116258|NP_001121683	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
949794	84955	2629	124387	108899	-	-	NUDCD1	GBA	CML66|OVA66	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Taipale M (2014)	PUBMED:25036637	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96RS6	-	NP_116258|NP_001121683	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1100770	2629	83737	108899	123747	-	-	GBA	ITCH	GBA1|GCB|GLUC	ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1	Affinity Capture-Western	physical	Maor G (2013)	PUBMED:23255161	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q96J02	-	NP_001311126|NP_113671|NP_001244066|NP_001311127|NP_001244067	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1254053	2629	6622	108899	112506	-	-	GBA	SNCA	GBA1|GCB|GLUC	NACP|PARK1|PARK4|PD1	Reconstituted Complex	physical	Yap TL (2013)	PUBMED:23266198	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1266253	2629	5094	108899	111127	-	-	GBA	PCBP2	GBA1|GCB|GLUC	HNRNPE2|HNRPE2|hnRNP-E2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.099163408	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q15366	-	NP_001122383|NP_001122386|NP_001122384|NP_001122385|NP_001092090|NP_005007|NP_114366	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1275311	4914	2629	110969	108899	-	-	NTRK1	GBA	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Emdal KB (2015)	PUBMED:25921289	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04629	X5DR71	NP_001007793|NP_002520|NP_001012331	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443240	2629	522	108899	107006	-	-	GBA	ATP5J	GBA1|GCB|GLUC	ATP5|ATP5A|ATPM|CF6|F6	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P18859	Q6IB54|Q6NZ59	NP_001676|NP_001003696|NP_001003697|NP_001307195|NP_001307196|NP_001003701|NP_001003703	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1443455	2629	821	108899	107271	-	-	GBA	CANX	GBA1|GCB|GLUC	CNX|IP90|P90	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P27824	-	NP_001737|NP_001350928|NP_001350925|NP_001350924|NP_001350927|NP_001350926|NP_001350923|NP_001350922|NP_001019820|NP_001350929|NP_001350930	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444183	2629	1718	108899	108064	-	-	GBA	DHCR24	GBA1|GCB|GLUC	DCE|Nbla03646|SELADIN1|seladin-1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q15392	-	NP_055577	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444539	2629	2332	108899	108619	-	-	GBA	FMR1	GBA1|GCB|GLUC	FMRP|FRAXA|POF|POF1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q06787	G8JLE9	NP_002015|NP_001172011|NP_001172010|NP_001172004|NP_001172005	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1444991	2629	3329	108899	109561	-	-	GBA	HSPD1	GBA1|GCB|GLUC	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P10809	A0A024R3X4	NP_002147|NP_955472	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1447049	2629	6197	108899	112111	-	RP11-393H10.3	GBA	RPS6KA3	GBA1|GCB|GLUC	CLS|HU-3|ISPK-1|MAPKAPK1B|MRX19|RSK|RSK2|S6K-alpha3|p90-RSK2|pp90RSK2	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P51812	B4DG22|B7ZB17	NP_004577	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1447939	2629	7184	108899	113036	-	-	GBA	HSP90B1	GBA1|GCB|GLUC	ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P14625	V9HWP2	NP_003290	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1447947	2629	7203	108899	113054	-	RP11-443G18.6	GBA	CCT3	GBA1|GCB|GLUC	CCT-gamma|CCTG|PIG48|TCP-1-gamma|TRIC5	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P49368	B3KX11|Q59H77	NP_005989|NP_001008800	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1448977	2629	8940	108899	114452	-	-	GBA	TOP3B	GBA1|GCB|GLUC	TOP3B1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	O95985	A0A024R1C2|A8K4N2	NP_003926|NP_001269041|NP_001269042	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1450099	2629	10067	108899	115378	-	-	GBA	SCAMP3	GBA1|GCB|GLUC	C1orf3	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	O14828	-	NP_443069|NP_005689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1450337	2629	10207	108899	115502	-	RP4-537K17.1	GBA	INADL	GBA1|GCB|GLUC	Cipp|InaD-like|PATJ|hINADL	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q8NI35	-	NP_001337074|NP_795352	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1450638	2629	10525	108899	115780	-	-	GBA	HYOU1	GBA1|GCB|GLUC	GRP-170|Grp170|HSP12A|ORP-150|ORP150	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q9Y4L1	Q6IN67|B7Z602|B7Z766|B3KXH0	NP_006380|NP_001124463	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1450855	2629	10694	108899	115933	-	-	GBA	CCT8	GBA1|GCB|GLUC	C21orf112|Cctq|D21S246|PRED71	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P50990	Q7Z759	NP_001269838|NP_006576|NP_001269836|NP_001269837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1450914	2629	10771	108899	115989	-	RP11-486H9.1	GBA	ZMYND11	GBA1|GCB|GLUC	BRAM1|BS69|MRD30	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q15326	B7Z2J6|Q5BJG6|Q5UGI2	NP_001357049|NP_001357048|NP_001357029|NP_001357028|NP_001357043|NP_001357042|NP_001357041|NP_001357026|NP_001357047|NP_001357046|NP_001357045|NP_001316986|NP_001357039|NP_006615|NP_001357027|NP_001189393|NP_001357040|NP_001189396|NP_001189397|NP_001189394|NP_001189395|NP_001357050|NP_001357051|NP_001357052|NP_001357053|NP_001357032|NP_001357033|NP_001357030|NP_001357031|NP_001357036|NP_001357037|NP_001357034|NP_001357035|NP_001357038|NP_001357044|NP_997644	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1451397	2629	11285	108899	116441	-	UNQ748/PRO1478	GBA	B4GALT7	GBA1|GCB|GLUC	EDSP1|XGALT1|XGPT1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q9UBV7	B3KMT1	NP_009186	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1452281	2629	23517	108899	117064	-	-	GBA	SKIV2L2	GBA1|GCB|GLUC	Dob1|KIAA0052|Mtr4|fSAP118	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P42285	Q3MHC9	NP_056175	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454349	2629	55272	108899	120560	-	-	GBA	IMP3	GBA1|GCB|GLUC	BRMS2|C15orf12|MRPS4	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q9NV31	-	NP_060755	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454472	2629	55589	108899	120735	-	HRIHFB2017	GBA	BMP2K	GBA1|GCB|GLUC	BIKE	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q9NSY1	-	NP_942595|NP_060063	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454485	2629	55596	108899	120739	-	RP11-15J22.5	GBA	ZCCHC8	GBA1|GCB|GLUC	-	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q6NZY4	-	NP_001337867|NP_060082|NP_001337866|NP_001337865|NP_001337864	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454679	2629	55785	108899	120899	-	-	GBA	FGD6	GBA1|GCB|GLUC	ZFYVE24	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q6ZV73	-	NP_060821	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454808	2629	56254	108899	121119	-	-	GBA	RNF20	GBA1|GCB|GLUC	BRE1|BRE1A|hBRE1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q5VTR2	-	NP_062538	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1454857	2629	56704	108899	121191	-	-	GBA	JPH1	GBA1|GCB|GLUC	JP-1|JP1	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q9HDC5	Q86VR1|Q7Z682	NP_065698|NP_001349979|NP_001349980|NP_001304759	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1456327	2629	80829	108899	123322	-	FKSG11	GBA	ZFP91	GBA1|GCB|GLUC	DMS-8|DSM-8|PZF|ZFP-91|ZNF757	Affinity Capture-MS	physical	Hein MY (2015)	PUBMED:26496610	9606	9606	High Throughput	-	-	interaction detected by quantitative BAC-GFP interactomics (QUBIC)	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	Q96JP5	A0A024R4Z4|A0A024R4Z1	NP_444251|NP_001183980	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2250727	5874	2629	111812	108899	-	-	RAB27B	GBA	C25KG	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.95592092	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.95592092, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O00194	-	NP_004154	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2328631	2629	3052	108899	109302	-	-	GBA	HCCS	GBA1|GCB|GLUC	CCHL|MCOPS7|MLS	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P53701	A0A024RBY9	NP_001116080|NP_001165462|NP_005324	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2329281	2629	1312	108899	107707	-	-	GBA	COMT	GBA1|GCB|GLUC	HEL-S-98n	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	P21964	-	NP_001128634|NP_009294|NP_001349757|NP_000745|NP_001128633	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2329868	51552	2629	119605	108899	RP11-165P4.4	-	RAB14	GBA	FBP|RAB-14	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	P61106	A0A024R845	NP_057406	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2330822	23011	2629	116653	108899	-	-	RAB21	GBA	-	GBA1|GCB|GLUC	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UL25	A0A024RBA9	NP_055814	P04062	B7Z6S9|A0A068F658	NP_001165282|NP_001165283|NP_001005742|NP_000148|NP_001005741	-	-	-	-	-	-	Homo sapiens	Homo sapiens
