#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
886711	5071	25793	111105	117326	KB-152G3.1	LL22NC03-28H9.2	PARK2	FBXO7	AR-JP|LPRS2|PDJ|PRKN	FBX|FBX07|FBX7|PARK15|PKPS	Reconstituted Complex	physical	Burchell VS (2013)	PUBMED:23933751	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60260	X5DR79	NP_054643|NP_054642|NP_004553	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
886712	25793	65018	117326	122376	LL22NC03-28H9.2	-	FBXO7	PINK1	FBX|FBX07|FBX7|PARK15|PKPS	BRPK|PARK6	Affinity Capture-Western	physical	Burchell VS (2013)	PUBMED:23933751	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	Q9BXM7	-	NP_115785	BTO:0001938	U2-OS cell	cell type	-	-	-	Homo sapiens	Homo sapiens
886713	25793	65018	117326	122376	LL22NC03-28H9.2	-	FBXO7	PINK1	FBX|FBX07|FBX7|PARK15|PKPS	BRPK|PARK6	Reconstituted Complex	physical	Burchell VS (2013)	PUBMED:23933751	9606	9606	Low Throughput	-	-	Competitive binding assays	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	Q9BXM7	-	NP_115785	-	-	-	-	-	-	Homo sapiens	Homo sapiens
886714	25793	5071	117326	111105	LL22NC03-28H9.2	KB-152G3.1	FBXO7	PARK2	FBX|FBX07|FBX7|PARK15|PKPS	AR-JP|LPRS2|PDJ|PRKN	Reconstituted Complex	physical	Burchell VS (2013)	PUBMED:23933751	9606	9606	Low Throughput	-	-	Competitive binding assays	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	O60260	X5DR79	NP_054643|NP_054642|NP_004553	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892523	25793	9632	117326	114991	LL22NC03-28H9.2	-	FBXO7	SEC24C	FBX|FBX07|FBX7|PARK15|PKPS	-	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	P53992	A0A024QZM6	NP_940999|NP_004913	-	-	-	-	-	-	Homo sapiens	Homo sapiens
946166	7979	25793	113692	117326	-	LL22NC03-28H9.2	SHFM1	FBXO7	DSS1|ECD|SEM1|SHFD1|SHSF1|Shfdg1	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Besche HC (2014)	PUBMED:24811749	9606	9606	High Throughput	-	-	purification done in the presence of bortezomib (BTZ) to inhibit proteolysis	-	BIOGRID	P60896	Q6IBB7	NP_006295	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950569	25793	9500	117326	114879	LL22NC03-28H9.2	PRO2292	FBXO7	MAGED1	FBX|FBX07|FBX7|PARK15|PKPS	DLXIN-1|NRAGE	Two-hybrid	physical	Kang J (2014)	PUBMED:24947323	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	Q9Y5V3	-	NP_001005333|NP_001005332|NP_008917	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950570	25793	6500	117326	112391	LL22NC03-28H9.2	-	FBXO7	SKP1	FBX|FBX07|FBX7|PARK15|PKPS	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A	Two-hybrid	physical	Kang J (2014)	PUBMED:24947323	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	P63208	-	NP_733779|NP_008861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950571	25793	9500	117326	114879	LL22NC03-28H9.2	PRO2292	FBXO7	MAGED1	FBX|FBX07|FBX7|PARK15|PKPS	DLXIN-1|NRAGE	Affinity Capture-Western	physical	Kang J (2014)	PUBMED:24947323	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	Q9Y5V3	-	NP_001005333|NP_001005332|NP_008917	-	-	-	-	-	-	Homo sapiens	Homo sapiens
950572	9500	25793	114879	117326	PRO2292	LL22NC03-28H9.2	MAGED1	FBXO7	DLXIN-1|NRAGE	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-Western	physical	Kang J (2014)	PUBMED:24947323	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y5V3	-	NP_001005333|NP_001005332|NP_008917	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
957479	7186	25793	113038	117326	-	LL22NC03-28H9.2	TRAF2	FBXO7	MGC:45012|TRAP|TRAP3	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-Western	physical	Chen CM (2014)	PUBMED:25029497	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q12933	A0A024R8H5	NP_066961	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1026431	6500	25793	112391	117326	-	LL22NC03-28H9.2	SKP1	FBXO7	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A	FBX|FBX07|FBX7|PARK15|PKPS	Reconstituted Complex	physical	Winston JT (1999)	PUBMED:10531037	9606	9606	Low Throughput	-	-	Fig S3	-	BIOGRID	P63208	-	NP_733779|NP_008861	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1041232	5684	25793	111657	117326	-	LL22NC03-28H9.2	PSMA3	FBXO7	HC8|PSC3	FBX|FBX07|FBX7|PARK15|PKPS	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	P25788	-	NP_687033|NP_002779	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1044481	9491	25793	114872	117326	RP4-545L17.1	LL22NC03-28H9.2	PSMF1	FBXO7	PI31	FBX|FBX07|FBX7|PARK15|PKPS	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92530	Q5QPM7	NP_848693|NP_006805|NP_001310338|NP_001310339|NP_001310336|NP_001310337	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1045082	10197	25793	115492	117326	-	LL22NC03-28H9.2	PSME3	FBXO7	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	FBX|FBX07|FBX7|PARK15|PKPS	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	P61289	Q6MZZ1|V9HWJ8|A0A024R203	NP_001317158|NP_789839|NP_005780|NP_001253974	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1177177	7253	25793	113104	117326	-	LL22NC03-28H9.2	TSHR	FBXO7	CHNG1|LGR3|hTSHR-I	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.967965629	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.967965629, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	P16473	-	NP_000360|NP_001136098|NP_001018046	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1179082	5692	25793	111665	117326	-	LL22NC03-28H9.2	PSMB4	FBXO7	HN3|HsN3|PROS-26|PROS26	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999620742	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999620742, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	P28070	-	NP_002787	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1179093	56984	25793	121301	117326	-	LL22NC03-28H9.2	PSMG2	FBXO7	CLAST3|HCCA3|HsT1707|MDS003|PAC2|TNFSF5IP1	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.997835276	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.997835276, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q969U7	Q9P1R6	NP_671692|NP_064617	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1179731	5695	25793	111668	117326	RP11-101K10.7	LL22NC03-28H9.2	PSMB7	FBXO7	Z	FBX|FBX07|FBX7|PARK15|PKPS	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999735858	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999735858, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q99436	E9KL30	NP_002790	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
